,model,alpha,length,loc_error,num_traj,eduN,UCL,FCI,UPV-MAT,Erasmus MC,WUST ML A,WUST ML B,BIT,DecBayComp,Valencian Karatekas
307,sbm,0.45,260,10.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
308,sbm,0.6500000000000001,260,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
309,sbm,0.6500000000000001,260,1.5,3,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
310,sbm,0.6500000000000001,260,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
311,sbm,0.6500000000000001,260,5.5,10,0.9,0.9,0.9,0.9,0.8000000000000002,0.7,0.5,0.3,0.4000000000000001,0.10000000000000002
312,sbm,0.6500000000000001,260,6.0,6,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666
313,sbm,0.6500000000000001,260,10.0,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
314,sbm,0.8500000000000001,260,1.0,2,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0
315,sbm,0.8500000000000001,260,1.5,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.42857142857142855
316,sbm,0.8500000000000001,260,2.0,7,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857
