,model,alpha,length,loc_error,num_traj,UCL,eduN,UPV-MAT,Erasmus MC,WUST ML A,WUST ML B,BIT
22,sbm,0.45,10,4.67,2,0.5,0.5,0.5,0.5,1.0,0.5,0.0
23,sbm,0.45,10,7.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24,sbm,0.45,10,7.33,2,0.5,0.5,1.0,1.0,1.0,0.5,0.0
25,sbm,0.45,10,10.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0
26,sbm,0.6500000000000001,10,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0
27,sbm,0.6500000000000001,10,1.33,6,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.5,0.5
28,sbm,0.6500000000000001,10,1.67,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,sbm,0.6500000000000001,10,4.0,2,0.5,1.0,0.5,0.5,0.0,0.5,0.5
30,sbm,0.6500000000000001,10,4.33,5,1.0,1.0,1.0,1.0,0.4000000000000001,0.8000000000000002,0.8000000000000002
31,sbm,0.6500000000000001,10,4.67,2,1.0,0.5,1.0,1.0,1.0,1.0,0.5
32,sbm,0.6500000000000001,10,7.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,sbm,0.6500000000000001,10,7.33,4,0.5,0.75,1.0,0.75,0.0,0.25,0.5
